Community,Isolate1,Isolate2,Isolate1Freq,Isolate2Freq,Time,Isolate1CFUFreq
C11R1,3,9,95,5,Isolate1CFUFreqT8,0
C11R1,4,5,5,95,Isolate1CFUFreqT8,0
C11R1,4,5,50,50,Isolate1CFUFreqT8,0
C11R1,4,5,95,5,Isolate1CFUFreqT8,0
C11R1,4,6,5,95,Isolate1CFUFreqT8,0
C11R1,4,6,50,50,Isolate1CFUFreqT8,0
C11R1,4,6,95,5,Isolate1CFUFreqT8,0
C11R1,4,7,5,95,Isolate1CFUFreqT8,0
C11R1,4,7,50,50,Isolate1CFUFreqT8,0
C11R1,4,7,95,5,Isolate1CFUFreqT8,0
C11R1,4,8,5,95,Isolate1CFUFreqT8,0.514285714285714
C11R1,4,8,50,50,Isolate1CFUFreqT8,0.673076923076923
C11R1,4,8,95,5,Isolate1CFUFreqT8,0.538461538461538
C11R1,4,9,5,95,Isolate1CFUFreqT8,1
C11R1,4,9,50,50,Isolate1CFUFreqT8,0.944444444444444
C11R1,4,9,95,5,Isolate1CFUFreqT8,1
C11R1,5,6,5,95,Isolate1CFUFreqT8,0.0194174757281553
C11R1,5,6,50,50,Isolate1CFUFreqT8,0.126582278481013
C11R1,5,6,95,5,Isolate1CFUFreqT8,0.40625
C11R1,5,7,5,95,Isolate1CFUFreqT8,0
C11R1,5,7,50,50,Isolate1CFUFreqT8,0.160493827160494
C11R1,5,7,95,5,Isolate1CFUFreqT8,0.416666666666667
C11R1,5,8,5,95,Isolate1CFUFreqT8,1
C11R1,5,8,50,50,Isolate1CFUFreqT8,1
C11R1,5,8,95,5,Isolate1CFUFreqT8,1
C11R1,5,9,5,95,Isolate1CFUFreqT8,1
C11R1,5,9,50,50,Isolate1CFUFreqT8,1
C11R1,5,9,95,5,Isolate1CFUFreqT8,1
C11R1,6,7,5,95,Isolate1CFUFreqT8,0.346153846153846
C11R1,6,7,50,50,Isolate1CFUFreqT8,0.358490566037736
C11R1,6,7,95,5,Isolate1CFUFreqT8,0.247311827956989
C11R1,6,8,5,95,Isolate1CFUFreqT8,1
C11R1,6,8,50,50,Isolate1CFUFreqT8,1
C11R1,6,8,95,5,Isolate1CFUFreqT8,1
C11R1,6,9,5,95,Isolate1CFUFreqT8,1
C11R1,6,9,50,50,Isolate1CFUFreqT8,1
C11R1,6,9,95,5,Isolate1CFUFreqT8,1
C11R1,7,8,5,95,Isolate1CFUFreqT8,1
C11R1,7,8,50,50,Isolate1CFUFreqT8,1
C11R1,7,8,95,5,Isolate1CFUFreqT8,1
C11R1,7,9,5,95,Isolate1CFUFreqT8,1
C11R1,7,9,50,50,Isolate1CFUFreqT8,1
C11R1,7,9,95,5,Isolate1CFUFreqT8,1
C11R1,8,9,5,95,Isolate1CFUFreqT8,
C11R1,8,9,50,50,Isolate1CFUFreqT8,1
C11R1,8,9,95,5,Isolate1CFUFreqT8,1
C11R2,1,2,5,95,Isolate1CFUFreqT8,0.709090909090909
C11R2,1,2,50,50,Isolate1CFUFreqT8,0.899328859060403
C11R2,1,2,95,5,Isolate1CFUFreqT8,0.97196261682243
C11R2,1,3,5,95,Isolate1CFUFreqT8,0.807692307692308
C11R2,1,3,50,50,Isolate1CFUFreqT8,1
C11R2,1,3,95,5,Isolate1CFUFreqT8,1
C11R2,1,4,5,95,Isolate1CFUFreqT8,0
C11R2,1,4,50,50,Isolate1CFUFreqT8,0
C11R2,1,4,95,5,Isolate1CFUFreqT8,0
C11R2,1,5,5,95,Isolate1CFUFreqT8,0.918367346938776
C11R2,1,5,50,50,Isolate1CFUFreqT8,1
C11R2,1,5,95,5,Isolate1CFUFreqT8,1
C11R2,1,6,5,95,Isolate1CFUFreqT8,0.0317460317460317
C11R2,1,6,50,50,Isolate1CFUFreqT8,0.0795454545454545
C11R2,1,6,95,5,Isolate1CFUFreqT8,0.185185185185185
C11R2,1,7,5,95,Isolate1CFUFreqT8,0.879746835443038
C11R2,1,7,50,50,Isolate1CFUFreqT8,1
C11R2,1,7,95,5,Isolate1CFUFreqT8,0.892857142857143
C11R2,1,8,5,95,Isolate1CFUFreqT8,0.885057471264368
C11R2,1,8,50,50,Isolate1CFUFreqT8,0.904761904761905
C11R2,1,8,95,5,Isolate1CFUFreqT8,0.794871794871795
C11R2,1,9,5,95,Isolate1CFUFreqT8,1
C11R2,1,9,50,50,Isolate1CFUFreqT8,1
C11R2,1,9,95,5,Isolate1CFUFreqT8,1
C11R2,1,10,5,95,Isolate1CFUFreqT8,1
C11R2,1,10,50,50,Isolate1CFUFreqT8,1
C11R2,1,10,95,5,Isolate1CFUFreqT8,1
C11R2,1,11,5,95,Isolate1CFUFreqT8,0
C11R2,1,11,50,50,Isolate1CFUFreqT8,0
C11R2,1,11,95,5,Isolate1CFUFreqT8,0
C11R2,1,12,5,95,Isolate1CFUFreqT8,1
C11R2,1,12,50,50,Isolate1CFUFreqT8,0.947368421052632
C11R2,1,12,95,5,Isolate1CFUFreqT8,0.96078431372549
C11R2,2,3,5,95,Isolate1CFUFreqT8,0.2
C11R2,2,3,50,50,Isolate1CFUFreqT8,0.166666666666667
C11R2,2,3,95,5,Isolate1CFUFreqT8,0.142857142857143
C11R2,2,4,5,95,Isolate1CFUFreqT8,0
C11R2,2,4,50,50,Isolate1CFUFreqT8,0
C11R2,2,4,95,5,Isolate1CFUFreqT8,0
C11R2,2,5,5,95,Isolate1CFUFreqT8,0.0175438596491228
C11R2,2,5,50,50,Isolate1CFUFreqT8,0.0357142857142857
C11R2,2,5,95,5,Isolate1CFUFreqT8,0.025
C11R2,2,6,5,95,Isolate1CFUFreqT8,0
C11R2,2,6,50,50,Isolate1CFUFreqT8,0
C11R2,2,6,95,5,Isolate1CFUFreqT8,0
C11R2,2,7,5,95,Isolate1CFUFreqT8,0.0540540540540541
C11R2,2,7,50,50,Isolate1CFUFreqT8,0.153846153846154
C11R2,2,7,95,5,Isolate1CFUFreqT8,0.347826086956522
C11R2,2,8,5,95,Isolate1CFUFreqT8,
C11R2,2,8,50,50,Isolate1CFUFreqT8,
C11R2,2,8,95,5,Isolate1CFUFreqT8,
C11R2,2,9,5,95,Isolate1CFUFreqT8,0.604810996563574
C11R2,2,9,50,50,Isolate1CFUFreqT8,
C11R2,2,9,95,5,Isolate1CFUFreqT8,1
C11R2,2,10,5,95,Isolate1CFUFreqT8,0.487577639751553
C11R2,2,10,50,50,Isolate1CFUFreqT8,0.444444444444444
C11R2,2,10,95,5,Isolate1CFUFreqT8,0
C11R2,2,11,5,95,Isolate1CFUFreqT8,0
C11R2,2,11,50,50,Isolate1CFUFreqT8,0
C11R2,2,11,95,5,Isolate1CFUFreqT8,0
C11R2,2,12,5,95,Isolate1CFUFreqT8,0.117647058823529
C11R2,2,12,50,50,Isolate1CFUFreqT8,0.388888888888889
C11R2,2,12,95,5,Isolate1CFUFreqT8,0.0666666666666667
C11R2,3,4,5,95,Isolate1CFUFreqT8,0
C11R2,3,4,50,50,Isolate1CFUFreqT8,0
C11R2,3,4,95,5,Isolate1CFUFreqT8,0
C11R2,3,5,5,95,Isolate1CFUFreqT8,0.1125
C11R2,3,5,50,50,Isolate1CFUFreqT8,0.0978260869565217
C11R2,3,5,95,5,Isolate1CFUFreqT8,0.274509803921569
C11R2,3,6,5,95,Isolate1CFUFreqT8,
C11R2,3,6,50,50,Isolate1CFUFreqT8,0
C11R2,3,6,95,5,Isolate1CFUFreqT8,0
C11R2,3,7,5,95,Isolate1CFUFreqT8,
C11R2,3,7,50,50,Isolate1CFUFreqT8,
C11R2,3,7,95,5,Isolate1CFUFreqT8,
C11R2,3,8,5,95,Isolate1CFUFreqT8,0.92156862745098
C11R2,3,8,50,50,Isolate1CFUFreqT8,1
C11R2,3,8,95,5,Isolate1CFUFreqT8,0.95
C11R2,3,9,5,95,Isolate1CFUFreqT8,1
C11R2,3,9,50,50,Isolate1CFUFreqT8,1
C11R2,3,9,95,5,Isolate1CFUFreqT8,1
C11R2,3,10,5,95,Isolate1CFUFreqT8,1
C11R2,3,10,50,50,Isolate1CFUFreqT8,1
C11R2,3,10,95,5,Isolate1CFUFreqT8,1
C11R2,3,11,5,95,Isolate1CFUFreqT8,0
C11R2,3,11,50,50,Isolate1CFUFreqT8,0
C11R2,3,11,95,5,Isolate1CFUFreqT8,0
C11R2,3,12,5,95,Isolate1CFUFreqT8,
C11R2,3,12,50,50,Isolate1CFUFreqT8,
C11R2,3,12,95,5,Isolate1CFUFreqT8,
C11R2,4,5,5,95,Isolate1CFUFreqT8,1
C11R2,4,5,50,50,Isolate1CFUFreqT8,1
C11R2,4,5,95,5,Isolate1CFUFreqT8,1
C11R2,4,6,5,95,Isolate1CFUFreqT8,1
C11R2,4,6,50,50,Isolate1CFUFreqT8,0.9765625
C11R2,4,6,95,5,Isolate1CFUFreqT8,1
C11R2,4,7,5,95,Isolate1CFUFreqT8,1
C11R2,4,7,50,50,Isolate1CFUFreqT8,1
C11R2,4,7,95,5,Isolate1CFUFreqT8,1
C11R2,4,8,5,95,Isolate1CFUFreqT8,1
C11R2,4,8,50,50,Isolate1CFUFreqT8,1
C11R2,4,8,95,5,Isolate1CFUFreqT8,1
C11R2,4,9,5,95,Isolate1CFUFreqT8,1
C11R2,4,9,50,50,Isolate1CFUFreqT8,1
C11R2,4,9,95,5,Isolate1CFUFreqT8,1
C11R2,4,10,5,95,Isolate1CFUFreqT8,1
C11R2,4,10,50,50,Isolate1CFUFreqT8,1
C11R2,4,10,95,5,Isolate1CFUFreqT8,1
C11R2,4,11,5,95,Isolate1CFUFreqT8,0
C11R2,4,11,50,50,Isolate1CFUFreqT8,0.0147058823529412
C11R2,4,11,95,5,Isolate1CFUFreqT8,0.971698113207547
C11R2,4,12,5,95,Isolate1CFUFreqT8,1
C11R2,4,12,50,50,Isolate1CFUFreqT8,1
C11R2,4,12,95,5,Isolate1CFUFreqT8,1
C11R2,5,6,5,95,Isolate1CFUFreqT8,0
C11R2,5,6,50,50,Isolate1CFUFreqT8,
C11R2,5,6,95,5,Isolate1CFUFreqT8,
C11R2,5,7,5,95,Isolate1CFUFreqT8,0.878048780487805
C11R2,5,7,50,50,Isolate1CFUFreqT8,0.904761904761905
C11R2,5,7,95,5,Isolate1CFUFreqT8,0.942028985507246
C11R2,5,8,5,95,Isolate1CFUFreqT8,1
C11R2,5,8,50,50,Isolate1CFUFreqT8,0.975
C11R2,5,8,95,5,Isolate1CFUFreqT8,0.970588235294118
C11R2,5,9,5,95,Isolate1CFUFreqT8,1
C11R2,5,9,50,50,Isolate1CFUFreqT8,1
C11R2,5,9,95,5,Isolate1CFUFreqT8,1
C11R2,5,10,5,95,Isolate1CFUFreqT8,1
C11R2,5,10,50,50,Isolate1CFUFreqT8,1
C11R2,5,10,95,5,Isolate1CFUFreqT8,1
C11R2,5,11,5,95,Isolate1CFUFreqT8,0
C11R2,5,11,50,50,Isolate1CFUFreqT8,0
C11R2,5,11,95,5,Isolate1CFUFreqT8,0
C11R2,5,12,5,95,Isolate1CFUFreqT8,0.878378378378378
C11R2,5,12,50,50,Isolate1CFUFreqT8,0.821138211382114
C11R2,5,12,95,5,Isolate1CFUFreqT8,0.870588235294118
C11R2,6,7,5,95,Isolate1CFUFreqT8,1
C11R2,6,7,50,50,Isolate1CFUFreqT8,0.934426229508197
C11R2,6,7,95,5,Isolate1CFUFreqT8,1
C11R2,6,8,5,95,Isolate1CFUFreqT8,1
C11R2,6,8,50,50,Isolate1CFUFreqT8,1
C11R2,6,8,95,5,Isolate1CFUFreqT8,1
C11R2,6,9,5,95,Isolate1CFUFreqT8,1
C11R2,6,9,50,50,Isolate1CFUFreqT8,1
C11R2,6,9,95,5,Isolate1CFUFreqT8,1
C11R2,6,10,5,95,Isolate1CFUFreqT8,1
C11R2,6,10,50,50,Isolate1CFUFreqT8,1
C11R2,6,10,95,5,Isolate1CFUFreqT8,1
C11R2,6,11,5,95,Isolate1CFUFreqT8,0
C11R2,6,11,50,50,Isolate1CFUFreqT8,
C11R2,6,11,95,5,Isolate1CFUFreqT8,0
C11R2,6,12,5,95,Isolate1CFUFreqT8,1
C11R2,6,12,50,50,Isolate1CFUFreqT8,1
C11R2,6,12,95,5,Isolate1CFUFreqT8,1
C11R2,7,8,5,95,Isolate1CFUFreqT8,0.933333333333333
C11R2,7,8,50,50,Isolate1CFUFreqT8,0.902439024390244
C11R2,7,8,95,5,Isolate1CFUFreqT8,1
C11R2,7,9,5,95,Isolate1CFUFreqT8,1
C11R2,7,9,50,50,Isolate1CFUFreqT8,1
C11R2,7,9,95,5,Isolate1CFUFreqT8,1
C11R2,7,10,5,95,Isolate1CFUFreqT8,1
C11R2,7,10,50,50,Isolate1CFUFreqT8,1
C11R2,7,10,95,5,Isolate1CFUFreqT8,1
C11R2,7,11,5,95,Isolate1CFUFreqT8,0
C11R2,7,11,50,50,Isolate1CFUFreqT8,0
C11R2,7,11,95,5,Isolate1CFUFreqT8,0
C11R2,7,12,5,95,Isolate1CFUFreqT8,
C11R2,7,12,50,50,Isolate1CFUFreqT8,
C11R2,7,12,95,5,Isolate1CFUFreqT8,
C11R2,8,9,5,95,Isolate1CFUFreqT8,
C11R2,8,9,50,50,Isolate1CFUFreqT8,
C11R2,8,9,95,5,Isolate1CFUFreqT8,
C11R2,8,10,5,95,Isolate1CFUFreqT8,0.354107648725212
C11R2,8,10,50,50,Isolate1CFUFreqT8,0
C11R2,8,10,95,5,Isolate1CFUFreqT8,0
C11R2,8,11,5,95,Isolate1CFUFreqT8,0
C11R2,8,11,50,50,Isolate1CFUFreqT8,0
C11R2,8,11,95,5,Isolate1CFUFreqT8,0
C11R2,8,12,5,95,Isolate1CFUFreqT8,0
C11R2,8,12,50,50,Isolate1CFUFreqT8,0
C11R2,8,12,95,5,Isolate1CFUFreqT8,0.0588235294117647
C11R2,9,10,5,95,Isolate1CFUFreqT8,0.327669902912621
C11R2,9,10,50,50,Isolate1CFUFreqT8,0.570731707317073
C11R2,9,10,95,5,Isolate1CFUFreqT8,0.354709418837675
C11R2,9,11,5,95,Isolate1CFUFreqT8,0
C11R2,9,11,50,50,Isolate1CFUFreqT8,0
C11R2,9,11,95,5,Isolate1CFUFreqT8,0
C11R2,9,12,5,95,Isolate1CFUFreqT8,0
C11R2,9,12,50,50,Isolate1CFUFreqT8,0
C11R2,9,12,95,5,Isolate1CFUFreqT8,0
C11R2,10,11,5,95,Isolate1CFUFreqT8,0
C11R2,10,11,50,50,Isolate1CFUFreqT8,0
C11R2,10,11,95,5,Isolate1CFUFreqT8,0
C11R2,10,12,5,95,Isolate1CFUFreqT8,0
C11R2,10,12,50,50,Isolate1CFUFreqT8,0
C11R2,10,12,95,5,Isolate1CFUFreqT8,0
C11R2,11,12,5,95,Isolate1CFUFreqT8,1
C11R2,11,12,50,50,Isolate1CFUFreqT8,1
C11R2,11,12,95,5,Isolate1CFUFreqT8,1
C11R5,1,2,5,95,Isolate1CFUFreqT8,0
C11R5,1,2,50,50,Isolate1CFUFreqT8,0.0123456790123457
C11R5,1,2,95,5,Isolate1CFUFreqT8,0
C11R5,1,3,5,95,Isolate1CFUFreqT8,
C11R5,1,3,50,50,Isolate1CFUFreqT8,
C11R5,1,3,95,5,Isolate1CFUFreqT8,
C11R5,1,4,5,95,Isolate1CFUFreqT8,0
C11R5,1,4,50,50,Isolate1CFUFreqT8,0.00980392156862745
C11R5,1,4,95,5,Isolate1CFUFreqT8,0
C11R5,1,5,5,95,Isolate1CFUFreqT8,
C11R5,1,5,50,50,Isolate1CFUFreqT8,
C11R5,1,5,95,5,Isolate1CFUFreqT8,
C11R5,2,3,5,95,Isolate1CFUFreqT8,0.992700729927007
C11R5,2,3,50,50,Isolate1CFUFreqT8,0.972222222222222
C11R5,2,3,95,5,Isolate1CFUFreqT8,1
C11R5,2,4,5,95,Isolate1CFUFreqT8,
C11R5,2,4,50,50,Isolate1CFUFreqT8,
C11R5,2,4,95,5,Isolate1CFUFreqT8,
C11R5,2,5,5,95,Isolate1CFUFreqT8,1
C11R5,2,5,50,50,Isolate1CFUFreqT8,1
C11R5,2,5,95,5,Isolate1CFUFreqT8,1
C11R5,3,4,5,95,Isolate1CFUFreqT8,0
C11R5,3,4,50,50,Isolate1CFUFreqT8,0
C11R5,3,4,95,5,Isolate1CFUFreqT8,0
C11R5,3,5,5,95,Isolate1CFUFreqT8,0.9375
C11R5,3,5,50,50,Isolate1CFUFreqT8,0.166666666666667
C11R5,3,5,95,5,Isolate1CFUFreqT8,
C11R5,4,5,5,95,Isolate1CFUFreqT8,1
C11R5,4,5,50,50,Isolate1CFUFreqT8,1
C11R5,4,5,95,5,Isolate1CFUFreqT8,1
